name,description,genre
Изобрази отвращение и покажи мне свои трусики [1-6 из 6],"Всего лишь одна фраза иногда может привести к таким изменениям отношений, что порой людям не хотелось вновь возвращаться к ситуации, возникшей неожиданно. В центре внимания оказываются шесть совершенно разных историй, где главными героями становятся шесть прекрасных девушек, от которых будет зависеть многое. Однажды к ним обращаются в одной единственной просьбой. Эта непристойная...",Комедии
Повелитель тьмы: Другая история мира - Магия подчинения [1-12 из 12],"Если спросить у любого игрока популярной MMORPG Перекрёсток мечтаний, кого он боится больше всего, то ответ будет у всех одинаков: Диабло или Короля Демонов. Многие сделают, что угодно, чтобы не попадаться ему на глаза, ведь это означает стопроцентный проигрыш. Однако не все в курсе, что за Короля Демонов играет обычный человек по имени Такума Сакамото. Он точно так же, как и все,...",Комедии
Путь домохозяина [1-5 из 5],"38 летний мужчина, известный под именем Бессмертный Тацу, ещё совсем недавно был крутым якудза и настоящей легендой в мире криминала. Он превосходно справлялся с любым поручением, которое получал, вселяя ужас и в полицию, и в преступников, а его слава шла впереди него. Однако позже он на какое-то время исчез из поля зрения всех своих знакомых, а затем неожиданно выяснилось, что он...",Комедии
Капибара [1-24 из 24],"Всем известно, что японцы очень любят капибар – этих чрезвычайно милых зверьков, похожих на больших морских свинок. У японцев есть даже два больших парка, где можно полюбоваться этими животными, погладить их или даже покормить с рук. Капибары очень любят вкусно покушать и залезть в какой=нибудь горячий источник. Поэтому в местах, где есть капибары, очень много термальных источников....",Комедии
Идолы! [1-10 из 10],"Группа через год будет отмечать четвертую годовщину создания, но им пока не удается собрать полный зал зрителей. Вот и сегодняшний концерт девчонки отработали на практически пустой зал. Из зрителей было трое, которые постоянно ходят. Участницы задумались над тем, как это исправить. Им нужно понять, что не позволяет им стать более известными. Если они найдут причину их неудач, тогда...",Музыкальные
Рок Шоу! 4 [1-12 из 12],"Миди-сити - столица музыки, в которой происходят все действия аниме. Сейчас здесь соберутся музыкальные группы-соперники, ведь Мэлл Арисугава - глава музыкального агентства, решила создать новую лучшую музыкальную группу. Циан Хиджирикава - главная героиня сериала обожает играть на гитаре, но ужасно стесняется выступать на публике. Однажды она по стечению обстоятельств оказывается в...",Комедии
Новые боги: Возрождение Нэчжи,"Издавна, главными китайскими мифологическими созданиями были драконы. Именно они руководят жизнью на планете. Китайцы верят, что драконам подчиняются все стихии в мире, и что именно они вершат будущее всего человечества. Существуют, условно, плохие и хорошие драконы. Первые всеми силами стараются уничтожить все живое на планете. Вредоносные драконы устраивают наводнения, бури, вызывают...",Драмы
Легенда об обожествлении,"Цзян Цзя, верховный командующий божественной армии секты Куньлунь, одерживает победу в битве между Небесными силами и династией Шан. Прежде чем он сможет занять свое новое положение среди богов, ему приказывают казнить Девятихвостого Демона Лиса, который угрожает самому существованию смертных. Но когда Демон Лисица показывает ему секрет своей силы, невинной человеческой девушки, он не...",Истории
Нэчжа: Рождение дьявола,"Однажды одинокий монах становится обладателем волшебной жемчужины: согласно древнему пророчеству, из него должно явится на свет злобный демон. Долгие годы Ли тщательно оберегает диковинку, пока однажды на свет не является странный шар огненной формы. Напуганные жители в страхе разбегаются, а из шара вскоре появляется мальчик по имени Нэчжа. Господин Ли хочет уничтожить демона, но его...",Драмы
Нэчжа побеждает Царя драконов,"Нэчжа — сын влиятельного генерала Ли Джинга. Великая судьба была предопределена для ребенка, ведь рождение его иначе как чудесным назвать нельзя — он появился из цветка лотоса и с рождения мог ходить и говорить. В те времена могущественный Царь драконов Восточного моря Лун Ван вместе с братьями-драконами Южного, Северного и Западного морей несли много бед людям. Ради забавы они...",Приключения
"Красный, Белый, Черный, Желтый 8 [1-14 из 14]","Наихудшие страхи главных героев воплотились в реальность... Чувство собственного страха обратило друзей во врагов, а сомнения грозят разделить оставшихся союзников человечества. С Салемом и Железным Деревом на карту поставлена судьба Remnant, и команда RWBY призвана внести свою лепту, пока не поздно. Мир, наполненный мерзкими чудовищами, одержимыми смертью и разрушением, возлагает...",Приключения
"Тайное подземелье, в которое могу войти только я. Мини-аниме [1-14 из 14]","Чиби-анимация к основному сериалу. В случае если у человека не имеется знатной фамилии, что всюду открывает двери, нет капитала и связей, то рассчитывать приходится исключительно на самого себя. И единственным выходом в сложившейся ситуации для человека становится поиск работы. Только она способна обеспечить брошенного на произвол судьбы индивидуума деньгами и сносным положением в...",Комедии
Ями Шибаи: Японские рассказы о привидениях 8 [1-13 из 13],"Данное аниме приглашает нас в мир ужасов, призраков и страха. При помощи картинок, некий старец, поведает нам страшные истории японского народа. Основа этих ""страшилок"" взята из мифов, сказаний и легенд Японии. Мы встретимся с призраками, демонами и другими сверх существами... Каждая вещь заряжена собственной энергетикой. Как правило, эта энергетика передается изделию от его творца либо...",Мистика
Грация духа [1-12 из 12],"В мире боевых искусств ходят слухи о девушке с серебряными волосами, якобы, та настолько сильна, что ни один мастер так и не смог одолеть её. Личность этой загадочной девушки, её невероятные силы и её влияние на мир в мгновенье ока стали самой обсуждаемой темой в обществе. Но юного вора Лин Эр Фэна и его компаньонку, ту самую сребровласую девушку по имени Юй Сю Бай, слухи заботят в...",Боевые искусства
Импульс мира 2 [1-12 из 12],"Планета Земля в опасности! Огромные монстры-пришельцы, выходцы из инопланетных миров, атаковали планету. Современные технологии и боевое оружие инопланетных агрессоров во много раз превосходит по силе технологии и оружие землян. Для скорейшего изучения сверх технологий пришельцев, люди принимают решение о создании специальной группы, которая могла бы быстро распознать секреты сверх...",Сёнен
Скейт: Бесконечность [1-12 из 12],"Рэки - именно тот парень, который жить не может без своего скейтборда. Но кататься на улице просто так для него уже скучно, ему больше нравиться показывать различные, не всегда безопасные, трюки. Однажды он принимает решение поучаствовать в опасной гонке под названием «S». Оказалось что таких же безумцев которые любят экстремальные гонки как Рэки, еще очень и очень много. Гонка...",Спорт
Мегалобокс [1-13 из 13],"Что такое бокс в нашем привычном понимании? Это наиболее культурный спорт из всех видов спорта, основанных на драке. Двое человек стоят на ринге и кулаками, облачёнными в специальные перчатки, наносят друг другу удары, пока один из них не одержит победу. Таким бокс видели наши родители, на сегодняшний день ничего не изменилось, и мы считаем, что и дальше всё будет точно так же. Но что...",Драмы
Проект Скард: Шрам Прэйтер [1-13 из 13],"Как предотвратить открытие пространственных врат, через которые в обычный мир проникают чудовища? Против них бесполезно любое оружие, в мире происходит разрушение городов, возникновению хаоса. Параллельно часть жителей с появлением врат раскрыли в себе уникальные способности, которые помогли изменить ход военных событий в пользу человечества. Спустя время врата удалось закрыть,...",Фэнтези
Лагерь на свежем воздухе 2 [1-13 из 13],"Для японских школьников практика вступления в клубы по интересам вполне естественна, а вот выбор увлечения представляется серьезной задачей, которую не так уж и просто решить. Но с ней следует справиться. И Тиаки Огаки удалось это сделать. Девчушка стала президентом клуба, занимающегося горным туризмом. Данное увлечение требовало от неё физической мощи и терпения, а также солидных...",Комедии
«WIXOSS»: Дива в прямом эфире [1-12 из 12],"В мире этого мультсериала умы многих представительниц женского пола заняты одной интересной карточной игрой, которая способна перенести игроков в виртуальное пространство под названием «Wixossland». В данном развлечении очень популярны карточные сражения, в которых сами участники выступают только в составе определённой лиги. Особый фурор производят так называемые «баттлы див», где из...",Приключения
Альбом с привидениями [1-39 из 39],"Маленький Мальчик по имени Хироси очень боится привидений и призраков. Хироси постоянно чудится, что в пустой комнате кто-то есть. Его сосед постоянно подтрунивает над мальчиком и рассказывает всякие страшные истории. И вот как-то все страхи Хироси чудесным образом воплощаются в виде смешной и говорливой шляпы по имени Боня. Самое интересное, что, один раз одев эту шляпу, ее невозможно...",Комедии
Веселые дни с кошкой и собакой [1-24 из 24],"Сюжет сериала начинается с обычных дней простой девушки Хидэкити Мацумото. Её мечты всегда были связаны с домашними животными которых она очень сильно хотела, и повзрослев сразу же завела кота и собаку. Кот у Хидэкити очень красивый и вредный, а собачка очень добрая и весёлая. Собаки и коту не всегда удаётся жить мирно и иногда у них случаются конфликты, но хозяйка любит их несмотря ни...",Комедии
Мировые ведьмы: На взлет! [1-12 из 12],"Зарождающийся враг человечества «Нэрой» представляет огромную опасность. Совладать с ним могут девушки с необычными способностями, которые усиленно тренируются и готовятся к бою. Спустя время становится понятно, что угроза появления врагов не произошла, ведьмы постепенно забросили занятия, стали вести праздный образ жизни, что сказывается на полученных навыках и профессиональных...",Военные
Судьба: Ночь схватки - Прикосновение небес 3,"Еще будучи ребенком Сиро Эмия остается совсем одна, потеряв родственников в момент сильного пожара. Мальчика спасает и усыновляет маг Кирицугу, который к тому же оказывается хладнокровным и безжалостным человеком. Но в глубине души он оказывается добродушным и желающим счастью другим человеком. Проникшись гениальным идеям своего отца, молодой человек просит научить его волшебству. Но к...",Драмы
Гридмен [1-12 из 12],"Юта Хибики вдруг пришел в себя, услышав странный голос из компьютера. Когда он подошел к нему, то увидел могущественного воина Гридмена. Он призывает его на битву против монстров, пытающихся захватить Землю, истребить всех людей. Юта совершенно не помнит, где он находится, не может вспомнить имени девочки, в чьей комнате очнулся. Он чувствует себя полностью оторванным от реальности,...",Меха
Морская невеста [1-26 из 26],"Казалось бы, повседневная история: старшеклассник Нагасуми Митисио приезжает к своей бабушке на лето, в домик, стоящий около залива Сэто и, конечно, же отправляется поплавать. Но неожиданно во время купания ему сводит ногу и Нагасуми начинает тонуть. Внезапно, из морской пучины, появляется милая...русалка Сан, которая помогает бедному парню и вытаскивает его из воды. Теперь, у Нагасуми...",Комедии
Портрет Цзянху: Повелитель духов [1-16 из 41],"Человеческих существ можно разделить на два вида: обычные живые люди и нежить. Для нежити их жизнь посвящена выполнению последних желаний призраков людей, которые умерли с сожалением. Что же до Бэйли Дэнфэна - у него одна и только одна судьба в этом мире: найти свою давно пропавшую жену Руян. Во время своих поисков Дэнфэн знакомится с Цзя Сюанем, чья семья была убита и не отомщена,...",Боевые искусства
Бродячие псы: Шуточные истории [1-12 из 12],"Это шуточное японское аниме развеселит и незаметно скоротает время. Интересный сюжет, созданный уникальной комбинацией жанров детектива, комедии, парапсихологии и повседневности, о жизни людей со сверхъестественными способностями расскажет о проблемах японского общества. Никто не беспокоится о трудных сиротах. Их просто выкидывают на улицу, как ненужных щенков. Детям и подросткам...",Детективы
Маг-целитель: Новый старт [1-12 из 12],"Вам когда-нибудь доводилось быть марионеткой в чужих руках? Вас кто-то использовал, как средство для достижения своих целей – корыстных или бескорыстных? Вам было горько от осознания того, что вами просто воспользовались? В такие моменты вам хотелось бросить всё? Любой поступил бы точно также. Но только не Кэяру. Этот молодой человек отличался удивительным упорством и верой в лучшее. На...",Фэнтези
Волшебник-воин Орфен 4 [1-11 из 11],"Продолжение истории легендарного волшебника-воина по имени Орфен. В своё время, он был со своими братьями магами, однако пошёл против них, пытаясь спасти одну девушку от проклятия. Всё началось с того, что на Пике Дракона появился дракон, которая в прошлом была волшебницей. Она не справилась с силой меча, и сама стала его хранительницей, убивая любых искателей приключений и своих...",Комедии
Покорение горизонта 3 [1-12 из 12],"Действия сериала начинаются с того, что 30 000 геймеров из Японии оказались в зависимости от интернет-игры «Elder Tale». По всему миру игроков еще больше – около 10 миллионов. Игра – фантазийная, но в ней все происходит настолько реально, что люди, буквально, начинают сходить с ума – все игроки оказались заключенными в игру. Сказочный мир магии становится реальным. Конечной цели у игры...",Комедии
Приоритет чудо-яйца [1-12 из 12],"Данное аниме - полностью оригинальный сюжет сериала от студии ClowerWorks. История рассказывает о повседневной жизни четырех девушек. Он с совершенно разны во всём: взглядах на жизнь, социальными проблемами и судьбами. Но однажды жизни каждой из них кардинально меняются. Одной ночью, таинственный голос выманивает четырнадцатилетнюю девушку по имени Ай Ото прогуляться. Долго прогуливаясь...",Повседневность
Осомацу-сан 3 [1-25 из 25],"В шестидесятые годы Акацука Фудзио придумал и рассказал нам историю о шестерых братьях близнецах, которых все очень полюбили, и вот спустя долгое время они возвращаются к нам. Осомацу-сан один из братьев близнецов семейства Мацуно, у всех у них похожие имена - Осомацу, Карамацу, Чоромацу, Ичимацу, Дзюшимацу и Тодомацу! Братья уже выросли и превратились в шесть здоровых тунеядцев,...",Комедии
Волна! [1-12 из 12],"Ученик старших классов Масаки не представлял, чем ему заниматься во время летних каникул. Друзей у парня практически не было, а сидеть всё лето дома ему тоже не хотелось. Решив прогуляться к морскому берегу, главный герой повстречал необычного юношу по имени Акицуки. Этот молодой человек увлекался сёрфингом и предложил Масаки присоединиться к нему. Поначалу старшеклассник скептически...",Повседневность
Лазурный путь: Малый вперед! [1-12 из 12],"Аниме сериал Лазурный путь получает побочное продолжение в виде новой истории основанной на манге Лазурный путь: Малый вперёд!. Это фантастический, комедийный аниме сериал и спин-офф видеоигры Azur Lane, где мы следим за повседневной жизнью Javelin и других персонажей, таких как Z23 и Ayanami. В центре сюжета группа юных девочек эсминцев, за приключениями которых мы будем следить на...",Военные
Девушки пони: Славное дерби 2 [1-13 из 13],"В одном удивительном мире существуют девочки-пони. Все девочки-пони от рождения должны были учиться бегать и выполнять свои функции на высочайшем уровне. Кстати, в наследство им достались имена от лошадей, что проживали в другом мире и ставших жертвами трагической участи. Но данный факт не омрачал планов малышек и не совсем уж крошечных девочек, справляться со своими обязанностями. А...",Повседневность
Новый мастер кулинарии 2 [1-12 из 12],"Молодой парень, с юных лет мечтал посвятить себя кулинарной деятельности. Ради собственной цели, он делал всё возможное. Благодаря стремлению и трудолюбию, юноша добился первых положительных результатов. Приняв участие в большой битве шеф-поваров, которая проходила в городе Гуанчжой, Маосин вышел из турнира победителем. Таким образом, чемпион состязания, становиться самым молодым...",Комедии
Экс Арм [1-12 из 12],"Акира Нацуме как и другие дети чего-то очень сильно боится, но в его случае страхом оказывается электрическое устройство, которое приводит к новой фобии. Притом ему не было равных в сборке современных гаджетов. Тогда герой решает, что так больше не может жить и подумывает о том, чтобы навсегда измениться и переменить род своей деятельности, чтобы таким образом стать вполне достойным...",Фантастика
Глухомань 3 [1-13 из 13],"Хотару Итидзё в 11-ти летнем возрасте вместе с родителями переезжает из столицы Японии в глухую деревню, где местные жители все знают друг о друге. Двери домов постоянно открыты, поскольку вокруг веет безопасностью, спокойствием, умиротворенностью. Омрачает только одно – отсутствие современных магазинов, клубов по интересам, развлекательных заведений. На всю деревню всего одна школа, в...",Комедии
Расцвет идолов [1-12 из 12],"Действие происходит в одном из городов Японии, который носит название Хошими. Тут раз в году видны потоки метеоритов, что проносятся мимо планеты Земля и разделяют небо своими короткими и яркими хвостами. Именно в этом городе есть развлекательная организация Hoshimi Productions, решающая создать своё новое реалити-шоу. Реалити-шоу, которое будет подавать народу новых любимчиков. Отбор...",Музыкальные
Инцидент Кэмоно [1-12 из 12],"Кохати Инугами - частный детектив из Токио, разбирающийся в оккультных делах, прибывает в небольшую отдаленную деревню в целях расследования. Там начинают происходить странные события - каждый месяц в селе находят убитых кем то и уже сгнивших животных. Жители хотят расследования, ведь понимают что это дело не такое уж и простое. Кабанэ Кусака - маленький мальчик, которого Инугами...",Детективы
"Доктор Рамунэ, специалист по мистическим болезням [1-12 из 12]","Болезни человека не всегда связаны с физическим недомоганием и сбоями в работе систем жизнедеятельности. Иногда они имеют психологическую природу и нередко связаны с нарушениями эмоциональной сферы. Если чувства выходят из-под контроля, то традиционная медицина часто оказывается не в состоянии справиться недугом. Ситуация осложняется, когда присоединяются паранормальные и мистические...",Приключения
Дневник тренировок Эбиси [1-12 из 12],"Молодой и еще неопытный Эйбисишка получил работу на телеканал своей мечты – ABC TV. Он будет стараться изо всех сил, чтобы стать самым лучшим работником в этой команде. Но уровень «новичок» пока что преследует его постоянно. Он работает, помогает более опытным коллегам и невероятно радуется, что стал частью того телеканала, о котором мечтал всю свою жизнь. Но в один прекрасный день в...",Комедии
"Тайное подземелье, в которое могу войти только я [1-12 из 12]","Нуар Старга родом из обычной дворянской семьи и прекрасно понимает, что у него нет богатства, связей, знатной фамилии, а значит, всего в жизни ему придется добиваться самостоятельно. Он не успел даже приступить к своим рабочим обязанностям, как его попросили освободить должность библиотекаря для другого человека родом из более состоятельной семьи. Парень обладает уникальной способностью...",Приключения
Королевский рейд: Наследники воли [1-26 из 26],"Действие происходит в магическом мире на континенте Орбис, где юный рыцарь-ученик по имени Касель отправляется на поиски своего пропавшего брата. Его ждут долгие и изнурительные поиски, ведь предстоит разгадать немало запутанных загадок, прежде чем добраться до истины. Его ожидают и захватывающие сражения с врагами, встречающимися на пути, и хотя пока его умения управляться с мечом...",Приключения
Магическая битва [1-24 из 24],"Мир, в котором человек оказывается не вершиной пищевой цепочки, наполнен множеством опасностей и одну из них представляют демоны, жаждущие полакомиться людьми. Но парадоксальным явлением становится то, что не все представители человечества осведомлены о существовании демонов, зато у тех имеются свои обычаи и способы удовлетворения пищевых потребностей. Демон, прославившийся ранее своими...",Сёнен
Небесный отдел дизайна [1-13 из 13],"Группе исследователей посчастливилось отыскать уникальный минерал. Обладающий небывалой энергией и мощью. Его использование позволяет не беспокоиться о нехватке природных ресурсов, которых постоянно не хватало для развития инноваций и технологий. В прошлом многочисленные космические экспедиции не окупались, но с появлением минерала все изменилось, гильдия Ротон получила баснословные...",Комедии
Пять невест 2 [1-12 из 12],"Футаро Уэсуги является старшеклассником. В школе к нему обращается миленькая девочка с просьбой о помощи. Она не сильна в некоторых школьных дисциплинах и не отказалась бы от репетитора. Но Футаро довольно резко реагирует на обращение девушки и даже грубит ей. Неудивительно, что они поругались. Парня ждало неприятное известие о том, что постигло его семью. Банкротство нависло над его...",Комедии
Волейбольный клуб старшей школы Сэйин [1-12 из 12],"Молодой парень по имени Кимитака Кайдзима был изгнан из токийской школы, но это не мешает ему пойти учиться в учебное заведение Сэйин. Это старшая школа, где существует клуб волейбола, куда и планирует вступать юноша. Так, он не только получает возможность снова тренироваться и улучшать свои спортивные навыки, но и встречает своего друга детства Юни Куробу. Вместе с ним они и пытаются...",Спорт
Обещанный Неверленд 2 [1-11 из 11],"Судьба сироты не может быть сладкой. Дети, лишенные родительской опеки проживают в казенном доме, коим является приют. Многие наслышаны о том, какие жуткие условия могут быть в специализированных местах для сирот и, через какие страдания приходится проходить детям. Но есть приюты, где воспитанники не чувствуют себя угнетенными. Кроме этого, детям предоставлены практически идеальные...",Детективы
Доктор Стоун 2 [1-11 из 11],"Старшеклассник Тайдзю Оки в роковой для человечества день строил планы с признанием в чувствах Юдзурихе Огава, но им не суждено было сбыться. Люди во всем мире окаменели. Так, 5738 год для человечества стал концом цивилизации. Но дивным образом Тайдзю и Сэнку Исигами смогли избавиться от каменных оков, при этом не утратив ни памяти о том, что случилось, ни знаний, которые помогут им в...",Приключения
DOTA: Кровь дракона [1-8 из 8],"Аниме-адаптация от студии Нетфликс по популярной компьютерной игре Дота вышло на экраны этой весной. История повествует нам про охотника на драконов — Дейвоне. Парень являлся одним из самых сильнейших воинов на этих мифических существ. Главный герой всем сердцем ненавидил древних ящеров, поэтому мечтал их всех истребить. Объяснение его отрицательному отношению к драконам есть. Когда...",Приключения
Выдающиеся звери 2 [1-12 из 12],"Существует мир, населяемый антропоморфными животными, а среди них имеются и травоядные, и плотоядные. При этом между всеми ними царит своеобразная гармония и не возникает вражды. Но такой паритет был достигнут не сразу. Много времени потребовалось на то, чтобы животные, относившиеся к категориям хищников и жертв стали дружественными друг к другу. С внедрением взаимного уважения отпала...",Драмы
Сага о Гортензии [1-12 из 12],"Войны словно неизбежная напасть частенько происходят, и практически нет ни одного столетия, в котором бы они не случались. Война вовлекает множество людей в действо, превращающееся в кровавое. А по продолжительности войны могут быть сколь угодно длительными, сея хаос, и не позволяя людям жить в безопасности и счастье. В одной стране военный конфликт разразился три года назад, когда был...",Приключения
Девушки в доспехах [1-12 из 12],"Когда встает вопрос о безопасности, то без сильных воинов не обойтись. Но не всегда лишь сила делает человека, жаждущего спасти людей от гибели, воином. Иногда для этого достаточно самоотверженности и средств обороны. Одним из таких достижений в сфере личной обороны являются доспехи. Но чтобы надеть их и в них сражаться, следует пройти специализированное обучение в соответствующем...",Военные
АйТю: Звездная сцена [1-12 из 12],"Стремление быть идолом для юных парней и девушек в Японии является вполне естественным, все-таки это часть местной культуры, в которой отражены традиции. Но чтобы стать идолом парню или девушке мало об этом лишь грезить, а следует предпринимать вполне осознанные действия. И чтобы знать, какие, необходимо прибегнуть к помощи профессионалов и таковые зачастую преподают в...",Комедии
Жизнь в альтернативном мире с нуля 2 [1-25 из 25],"Субару Нацуки вел обычную жизнь подростка, увлекался компьютерными играми и демонстрировал элементы асоциального поведения. Окружающий мир его не сильно и впечатлял. Он не норовил стать его частью. Парня ждало пренеприятное приключение, когда он, пойдя в магазин, попал в другую реальность. Там его ждала порция неприятных ощущений, обусловленных нападением, а затем последовало знакомство...",Драмы
Гэкидол [1-12 из 12],"Произошла таинственная катастрофа, которая разрушила почти весь мир. Города и страны начинают восстанавливать все свои богатства после произошедшего. Практически все столицы мира сейчас просто неузнаваемы. Люди заняты только строительством и добычей продуктов. Но не эти неугомонные и жаждущие внимания девушки. Через пять лет после странного и покрытого тайнами события, в котором исчезли...",Музыкальные
